siteID,submission_dt,date,bandNumber,type,status,notes,delete_flag
SACHLARPA1,,2014-10-28,2710-54108,P,alive,noData; Hybrid,0
MEALRYAPA1,,2014-10-29,2730-26320,P,alive,eating sunflower seed at feeder.,0
MEALRYAPA1,,2014-10-29,2730-26321,P,alive,eating sunflower seed at feeder.,0
MEALRYAPA1,,2014-10-29,2730-26322,P,alive,eating sunflower seed at feeder.,0
CASEANNFL1,,2014-10-31,2331-09136,P,alive,,0
CASEANNFL1,,2014-10-31,2641-96735,P,alive,,0
RALSJIMPA1,,2014-11-01,2730-26375,P,alive,,0
RALSJIMPA1,,2014-11-01,2730-26376,P,alive,,0
RALSJIMPA1,,2014-11-01,2730-26377,P,alive,,0
RALSJIMPA1,,2014-11-01,2730-26378,P,alive,,0
KANEBRIMA1,,2014-11-02,2730-27544,P,alive,,0
STACTIMPA1,,2014-11-02,2690-96173,P,alive,,0
CARTJOYGA1,,2014-11-03,2641-63318,P,alive,,0
CARTJOYGA1,,2014-11-03,2641-63319,P,alive,,0
AZARCARPA1,,2014-11-05,2541-40560,P,alive,,0
CASEANNFL1,,2014-11-06,2571-90242,P,alive,,0
GALLTERMD1,,2014-11-06,2710-54344,P,alive,,0
CASEANNFL1,,2014-11-07,2641-96737,P,alive,,0
CASEANNFL1,,2014-11-07,2641-96739,P,alive,,0
CASEANNFL1,,2014-11-08,2331-09136,P,alive,,0
CASEANNFL1,,2014-11-08,2641-96736,P,alive,,0
LEWASUSMA1,,2014-11-10,2561-86608,P,alive,,0
ZEPKJANMA1,,2014-11-10,2581-97920,P,alive,,0
GECACARVA1,,2014-11-11,2710-53702,P,alive,,0
OLMSSTUPA1,,2014-11-11,2730-26343,P,alive,,0
BENNBILMA1,,2014-11-14,2651-17146,P,alive,,0
ECKLJULPA1,,2014-11-15,2710-54018,P,alive,,0
OLMSSTUPA1,,2014-11-15,2730-26343,P,alive,noData; NA,0
ECKLJULPA1,,2014-11-16,2641-64070,P,alive,,0
ECKLJULPA1,,2014-11-16,2661-31497,P,alive,,0
ECKLJULPA1,,2014-11-16,2710-54019,P,alive,,0
CASEANNFL1,,2014-11-17,2331-09138,P,alive,,0
ECKLJULPA1,,2014-11-19,2331-40293,P,alive,,0
EDWALINGA1,,2014-11-19,2421-11328,P,alive,,0
FERKHOLPA1,,2014-11-19,2730-26317,P,alive,,0
BIREROYPA1,,2014-11-20,2730-26332,P,alive,,0
BENNBILMA1,,2014-11-21,2690-87718,P,alive,,0
BENNBILMA1,,2014-11-21,2730-27525,P,alive,,0
BENNBILMA1,,2014-11-23,2730-27522,P,alive,,0
KRIVMAUGA1,,2014-11-23,2710-53726,P,alive,,0
ANDEBRUPA1,,2014-11-24,2661-08058,P,alive,,0
FERKHOLPA1,,2014-11-26,2661-08028,P,alive,,0
KARMALYPA1,,2014-11-28,2730-26305,P,alive,,0
KARMALYPA1,,2014-11-28,2730-26307,P,alive,,0
KARMALYPA1,,2014-11-28,2730-26309,P,alive,,0
KARMALYPA1,,2014-11-28,2730-26310,P,alive,,0
KRIVMAUGA1,,2014-11-29,2710-53728,P,alive,,0
ECKLJULPA1,,2014-11-30,2710-53625,P,alive,,0
ECKLJULPA1,,2014-11-30,2710-53629,P,alive,,0
KRIVMAUGA1,,2014-11-30,2710-53724,P,alive,,0
KRIVMAUGA1,,2014-11-30,2710-53727,P,alive,,0
CASEANNFL1,,2014-12-01,2571-90242,P,alive,,0
CASEANNFL1,,2014-12-06,2641-96736,P,alive,,0
ROSEJOSMA1,,2014-12-06,2371-04368,P,alive,,0
BENNBILMA1,,2014-12-07,2690-87718,P,alive,Final sighting for this bird,0
BENNBILMA1,,2014-12-07,2730-27522,P,alive,,0
CASEANNFL1,,2014-12-07,2331-09136,P,alive,,0
CASEANNFL1,,2014-12-07,2331-90141,P,alive,,0
DOPPJANMA1,,2014-12-07,2690-87755,P,alive,,0
LEWASUSMA1,,2014-12-07,2561-86608,P,alive,,0
MAZUJENMD1,,2014-12-07,2710-54326,P,alive,,0
CASEANNFL1,,2014-12-08,2641-96737,P,alive,,0
HANDLINPA1,,2014-12-09,1761-81926,P,alive,,0
MAZUJENMD1,,2014-12-09,2441-14178,P,alive,,0
CARTJOYGA1,,2014-12-11,2641-63318,P,alive,,0
HANDLINPA1,,2014-12-12,1761-81923,P,alive,,0
HANDLINPA1,,2014-12-13,2641-64092,P,alive,,0
HANDLINPA1,,2014-12-13,2710-53659,P,alive,,0
YODELAUPA1,,2014-12-13,2690-96122,P,alive,,0
BENNBILMA1,,2014-12-14,2730-27526,P,alive,,0
KARMALYPA1,,2014-12-16,2730-26310,P,alive,,0
YODELAUPA1,,2014-12-17,2541-40527,P,alive,,0
ANDEBRUPA1,,2014-12-19,2730-26363,P,alive,,0
ANDEBRUPA1,,2014-12-19,2730-26365,P,alive,,0
ANDEBRUPA1,,2014-12-19,2730-26366,P,alive,,0
KRIVMAUGA1,,2014-12-21,2710-53728,P,alive,,0
BENNBILMA1,,2014-12-24,2690-87833,P,alive,,0
BRADVALGA1,,2014-12-24,2710-53723,P,alive,,0
ANDEBRUPA1,,2014-12-25,2641-97076,P,alive,,0
DEPHKATPA1,,2014-12-26,2690-96112,P,alive,,0
KRIVMAUGA1,,2014-12-28,2710-53724,P,alive,,0
KRIVMAUGA1,,2014-12-28,2710-53726,P,alive,,0
KRIVMAUGA1,,2014-12-28,2710-53727,P,alive,,0
SACHLARPA1,,2014-12-28,2331-40228,P,alive,,0
SACHLARPA1,,2014-12-28,2331-40229,P,alive,,0
SACHLARPA1,,2014-12-28,2661-08050,P,alive,,0
SACHLARPA1,,2014-12-28,2710-54107,P,alive,,0
CASEANNFL1,,2014-12-30,2641-96738,P,alive,,0
KARMALYPA1,,2014-12-30,2730-26305,P,alive,,0
KARMALYPA1,,2014-12-30,2730-26307,P,alive,,0
EDWALINGA1,,2014-12-31,2421-11328,P,alive,,0
EDWALINGA1,,2014-12-31,2661-31847,P,alive,,0
CASEANNFL1,,2015-01-01,2331-90141,P,alive,,0
HALALEEMA1,,2015-01-01,2371-04362,P,alive,,0
HALALEEMA1,,2015-01-01,2651-17104,P,alive,,0
CARTJOYGA1,,2015-01-02,2641-63318,P,alive,,0
EDWALINGA1,,2015-01-02,2661-31849,P,alive,,0
MARIJAYGA1,,2015-01-03,2661-07990,P,alive,,0
OLMSSTUPA1,,2015-01-03,2730-26341,P,alive,noData; NA,0
OLMSSTUPA1,,2015-01-03,2730-26342,P,alive,noData; NA,0
OLMSSTUPA1,,2015-01-03,2730-26343,P,alive,noData; NA,0
CARTJOYGA1,,2015-01-04,2641-63319,P,alive,,0
HANDLINPA1,,2015-01-05,1761-81923,P,alive,,0
CARTJOYGA1,,2015-01-06,2661-07931,P,alive,,0
MCCAANNGA1,,2015-01-06,2661-07995,P,alive,,0
YODELAUPA1,,2015-01-06,2541-40527,P,alive,,0
EDWALINGA1,,2015-01-07,2421-11328,P,alive,,0
CASEANNFL1,,2015-01-08,2331-90143,P,alive,,0
DOPPJANMA1,,2015-01-09,2690-87755,P,alive,,0
DOPPJANMA1,,2015-01-09,2750-35145,P,alive,,0
PHILJIMPA1,,2015-01-10,2331-40274,P,alive,,0
AZARCARPA1,,2015-01-12,2541-40560,P,alive,,0
KARMALYPA1,,2015-01-12,2730-26308,P,alive,,0
KARMALYPA1,,2015-01-12,2730-26309,P,alive,,0
CASEANNFL1,,2015-01-13,2571-90242,P,alive,,0
CASEANNFL1,,2015-01-13,2571-90247,P,alive,,0
BUISNORVA1,,2015-01-14,1352-46212,P,alive,,0
DAVIALIVA1,,2015-01-15,2441-96490,N,alive,RESIGHTED BY NEIGHBOR. REPORTED THROUGH BBL.,0
PRITANGGA1,,2015-01-15,2711-54765,P,alive,,0
CASEANNFL1,,2015-01-18,2641-96737,P,alive,,0
CASEANNFL1,,2015-01-19,2641-96736,P,alive,,0
MCCAANNGA1,,2015-01-19,2641-63379,P,alive,,0
MCCAANNGA1,,2015-01-19,2661-07997,P,alive,,0
KRIVMAUGA1,,2015-01-23,2710-53726,P,alive,Band Number 2710-53726,0
KRIVMAUGA1,,2015-01-23,2710-53728,P,alive,Band Number 2710-53728,0
MCCAANNGA1,,2015-01-24,2661-07992,P,alive,,0
BENNBILMA1,,2015-01-25,2651-17146,P,alive,Banded 6/19/14 as an AHY male,0
CHURCARFL1,,2015-01-25,2661-31322,P,alive,,0
DESIELAGA1,,2015-01-25,2661-31806,P,alive,,0
STACTIMPA1,,2015-01-25,2641-97048,P,alive,,0
STACTIMPA1,,2015-01-25,2690-96173,P,alive,,0
FERKHOLPA1,,2015-01-26,2661-08029,P,alive,,0
MADJDAVPA1,,2015-01-27,2430-14742,P,alive,,0
ROSEJOSMA1,,2015-01-27,1891-11047,P,alive,,0
EDWALINGA1,,2015-01-28,2661-31847,P,alive,,0
EDWALINGA1,,2015-01-29,2661-31850,P,alive,,0
CASEANNFL1,,2015-01-30,2331-09138,P,alive,,0
DEPHKATPA1,,2015-01-30,2541-40511,P,alive,,0
KARMALYPA1,,2015-01-30,2730-26305,P,alive,,0
KARMALYPA1,,2015-01-30,2730-26307,P,alive,,0
KARMALYPA1,,2015-01-30,2730-26310,P,alive,,0
KRIVMAUGA1,,2015-01-30,2710-53724,P,alive,Band Number 2710-53724,0
KRIVMAUGA1,,2015-01-30,2710-53727,P,alive,Band Number 2710-53727,0
STEPJANMA1,,2015-01-30,2581-97904,N,alive,,0
CASEANNFL1,,2015-01-31,2641-96738,P,alive,,0
MAZUJENMD1,,2015-01-31,2421-34662,P,alive,,0
MAZUJENMD1,,2015-01-31,2710-54327,P,alive,,0
BIREROYPA1,,2015-02-01,2661-08044,P,alive,,0
CARTJOYGA1,,2015-02-02,2641-63319,P,alive,,0
ECKLJULPA1,,2015-02-02,2331-40296,P,alive,Female,0
FERKHOLPA1,,2015-02-02,2661-08029,P,alive,,0
CASEANNFL1,,2015-02-03,2331-90141,P,alive,,0
KRIVMAUGA1,,2015-02-04,2710-53727,P,alive,"Band Number 2710-53727
",0
AZARCARPA1,,2015-02-05,2541-40560,P,alive,,0
CLARBRYMA1,,2015-02-07,2561-86618,P,alive,saw at 4 pm on feeder,0
KRIVMAUGA1,,2015-02-07,2710-53728,P,alive,"Band Number 2710-53728
",0
FERKHOLPA1,,2015-02-08,2661-08027,P,alive,,0
WISSSTEGA1,,2015-02-08,2661-31837,P,alive,,0
BARTTARPA1,,2015-02-09,2641-64059,P,alive,,0
NIKODONPA1,,2015-02-09,2730-26372,P,alive,Left leg only had one band which was yellow.,0
BUISNORVA1,,2015-02-10,2571-90063,P,alive,,0
BUISNORVA1,,2015-02-10,2641-63783,P,alive,,0
EDWALINGA1,,2015-02-10,2421-11330,P,alive,,0
WISSSTEGA1,,2015-02-10,2421-11316,P,alive,,0
WISSSTEGA1,,2015-02-10,2661-31834,P,alive,,0
CASEANNFL1,,2015-02-11,2571-90242,P,alive,,0
CASEANNFL1,,2015-02-11,2641-96737,P,alive,,0
CARTJOYGA1,,2015-02-12,2641-63318,P,alive,,0
EDWALINGA1,,2015-02-12,2661-31847,P,alive,,0
EDWALINGA1,,2015-02-12,2661-31850,P,alive,,0
CASEANNFL1,,2015-02-13,2331-09136,P,alive,,0
CASEANNFL1,,2015-02-13,2641-96738,P,alive,,0
CASEANNFL1,,2015-02-14,2331-09138,P,alive,,0
CASEANNFL1,,2015-02-14,2641-96736,P,alive,,0
FERKHOLPA1,,2015-02-14,2661-08028,P,alive,,0
HANDLINPA1,,2015-02-14,1761-81926,P,alive,,0
SACHLARPA1,,2015-02-14,2661-08050,P,alive,,0
CASEANNFL1,,2015-02-15,2571-90247,P,alive,,0
CHURCARFL1,,2015-02-15,2661-31322,P,alive,,0
MARIJAYGA1,,2015-02-15,1272-42459,P,alive,,0
PRITANGGA1,,2015-02-15,2711-54765,P,alive,,0
ROSEJOSMA1,,2015-02-15,2371-04368,D,alive,Killed by cat,0
ANDEBRUPA1,,2015-02-16,2641-97072,P,alive,,0
BLUEHPKGA1,,2015-02-18,2661-31858,P,alive,Feeding at the suet feeder outside BLUEHPKGA1 office,0
ANDEBRUPA1,,2015-02-21,2641-97076,P,alive,,0
ANDEBRUPA1,,2015-02-21,2641-97078,P,alive,,0
KARMALYPA1,,2015-02-21,2730-26310,P,alive,,0
KRIVMAUGA1,,2015-02-21,2710-53726,P,alive,Band Number 2710-53726,0
BUISNORVA1,,2015-02-22,2531-74567,P,alive,,0
CASEANNFL1,,2015-02-22,2641-96742,P,alive,,0
CHURCARFL1,,2015-02-22,2590-82062,P,alive,,0
CHURCARFL1,,2015-02-22,2531-99372,P,alive,,0
ECKLJULPA1,,2015-02-22,2641-64070,P,alive,Male,0
ECKLJULPA1,,2015-02-22,2710-53625,P,alive,Possible BCCH x CACH hybrid,0
ECKLJULPA1,,2015-02-22,2710-53629,P,alive,Possible BCCH x CACH hybrid,0
ECKLJULPA1,,2015-02-22,2710-53632,P,alive,Possible BCCH x CACH hybrid,0
ECKLJULPA1,,2015-02-22,2710-54018,P,alive,Possible BCCH x CACH hybrid,0
ECKLJULPA1,,2015-02-22,2710-54019,P,alive,,0
CLARBRYMA1,,2015-02-23,2561-86618,P,alive,,0
ECKLJULPA1,,2015-02-28,2441-14467,P,alive,,0
KRIVMAUGA1,,2015-02-28,2710-53724,P,alive,"Band Number 2710-53724
",0
CARTJOYGA1,,2015-03-01,2641-63318,P,alive,,0
CARTJOYGA1,,2015-03-01,2641-63319,P,alive,,0
CHURCARFL1,,2015-03-01,2661-31322,P,alive,,0
ROBIRONFL1,,2015-03-01,2571-90263,P,alive,,0
DEPHKATPA1,,2015-03-02,2690-96112,P,alive,,0
CLARBRYMA1,,2015-03-03,2561-86618,P,alive,,0
MARIJAYGA1,,2015-03-03,1272-42459,P,alive,,0
CASEANNFL1,,2015-03-05,2331-09136,P,alive,,0
CASEANNFL1,,2015-03-05,2641-96737,P,alive,,0
DEPHKATPA1,,2015-03-05,2541-40511,P,alive,,0
KARMALYPA1,,2015-03-05,2730-26307,P,alive,,0
STACTIMPA1,,2015-03-05,2690-96176,P,alive,,0
CASEANNFL1,,2015-03-06,2331-09138,P,alive,,0
CASEANNFL1,,2015-03-06,2571-90242,P,alive,,0
CASEANNFL1,,2015-03-06,2571-90247,P,alive,,0
CASEANNFL1,,2015-03-06,2641-96742,P,alive,,0
LEWASUSMA1,,2015-03-06,2561-86608,P,alive,,0
ROBIRONFL1,,2015-03-06,2331-09151,P,alive,,0
DEPHKATPA1,,2015-03-07,2690-96110,P,alive,,0
OLMSSTUPA1,,2015-03-07,2730-26342,P,alive,,0
BENNBILMA1,,2015-03-08,2651-17146,P,alive,,0
CARTJOYGA1,,2015-03-08,1272-42428,P,alive,,0
ROBIRONFL1,,2015-03-09,2590-82100,P,alive,,0
KARMALYPA1,,2015-03-10,2730-26305,P,alive,,0
CASEANNFL1,,2015-03-13,2641-96736,P,alive,,0
PINKSUSPA1,,2015-03-13,2541-40564,P,alive,,0
CASEANNFL1,,2015-03-15,2331-90141,P,alive,,0
FERKHOLPA1,,2015-03-15,2661-08028,P,alive,,0
FERKHOLPA1,,2015-03-15,2730-26316,P,alive,,0
WISSSTEGA1,,2015-03-15,2661-31836,P,alive,,0
BUISNORVA1,,2015-03-17,2641-63782,P,alive,,0
MARIJAYGA1,,2015-03-17,2661-07990,P,alive,,0
WISSSTEGA1,,2015-03-17,2421-11316,P,alive,,0
CLARBRYMA1,,2015-03-18,2720-99521,P,alive,,0
DOPPJANMA1,,2015-03-18,2690-87755,P,alive,,0
CASEANNFL1,,2015-03-19,2641-96738,P,alive,,0
KRIVMAUGA1,,2015-03-24,2710-53724,P,alive,,0
KRIVMAUGA1,,2015-03-24,2710-53728,P,alive,,0
MERIMARMA1,,2015-03-24,2690-87792,P,alive,,0
MERIMARMA1,,2015-03-24,2690-87793,P,alive,,0
MERIMARMA1,,2015-03-24,2720-99505,P,alive,Color combo doesn't match excel,0
BARTTARPA1,,2015-03-25,2641-64059,P,alive,,0
CLARBRYMA1,,2015-03-25,2561-86618,P,alive,4 pm at bird feeder,0
DESIELAGA1,,2015-03-25,2641-63400,P,alive,,0
BENNBILMA1,,2015-03-26,2730-27525,P,alive,,0
KRIVMAUGA1,,2015-03-27,2710-53726,P,alive,,0
CLARBRYMA1,,2015-03-28,2720-99521,P,alive,,0
CARTJOYGA1,,2015-03-29,2661-07931,P,alive,,0
CHURCARFL1,,2015-03-29,2531-99372,P,alive,,0
STACTIMPA1,,2015-03-29,2690-96176,P,alive,,0
EDWALINGA1,,2015-03-30,2661-31847,P,alive,,0
EDWALINGA1,,2015-03-30,2661-31850,P,alive,,0
BENNBILMA1,,2015-03-31,2690-87833,P,alive,,0
MCCRSARNC1,,2015-04-01,2711-64162,P,alive,,0
CLARBRYMA1,,2015-04-02,2561-86618,P,alive,,0
HALALEEMA1,,2015-04-02,2730-27504,P,alive,,0
CASEANNFL1,,2015-04-03,2331-09138,P,alive,,0
CASEANNFL1,,2015-04-03,2331-09144,P,alive,,0
CASEANNFL1,,2015-04-03,2331-90141,P,alive,,0
CASEANNFL1,,2015-04-03,2571-90242,P,alive,,0
CASEANNFL1,,2015-04-03,2641-96738,P,alive,,0
CASEANNFL1,,2015-04-03,2641-96742,P,alive,,0
DOPPJANMA1,,2015-04-03,2690-87755,P,alive,,0
ROBIRONFL1,,2015-04-03,2590-82054,P,alive,,0
BRADVALGA1,,2015-04-04,1272-42429,P,alive,,0
BRADVALGA1,,2015-04-04,272-42429,P,alive,,0
FERKHOLPA1,,2015-04-04,2661-08029,P,alive,,0
HANDLINPA1,,2015-04-04,1352-46449,P,alive,,0
NICHGLONC1,,2015-04-04,851-39823,P,alive,,0
HANDLINPA1,,2015-04-05,2710-53658,P,alive,,0
MCCRSARNC1,,2015-04-05,2711-64162,P,alive,,0
CLARBRYMA1,,2015-04-08,2561-86618,P,alive,,0
LYNCPATPA1,,2015-04-09,1761-81933,P,alive,,0
ROBIRONFL1,,2015-04-09,2590-82100,P,alive,,0
YODELAUPA1,,2015-04-10,2541-40527,P,alive,,0
YODELAUPA1,,2015-04-10,2690-96122,P,alive,,0
FAERHOWMA1,,2015-04-11,2730-27506,P,alive,,0
HALALEEMA1,,2015-04-11,1212-36683,P,alive,,0
AZARCARPA1,,2015-04-12,2541-40560,P,alive,,0
GRIFRACMA1,,2015-04-12,1352-63516,P,alive,,0
WINTCHAFL1,,2015-04-12,2640-61841,P,alive,,0
CASEANNFL1,,2015-04-13,2331-90139,P,alive,,0
BAKENANMA1,,2015-04-14,2690-87830,P,alive,,0
HAZZANNMA1,,2015-04-14,2720-99513,P,alive,,0
KRIVMAUGA1,,2015-04-14,2710-53727,P,alive,,0
VONGJENMD1,,2015-04-14,2641-63762,P,alive,,0
PRITANGGA1,,2015-04-15,2711-54765,P,alive,,0
BAKENANMA1,,2015-04-16,2561-86610,P,alive,,0
CASEANNFL1,,2015-04-16,2331-09136,P,alive,,0
LYNCPATPA1,,2015-04-16,2710-53665,P,alive,noData; NA,0
BENNBILMA1,,2015-04-17,2690-87833,P,alive,,0
BENNBILMA1,,2015-04-17,2730-27526,P,alive,,0
WILDSIEMA1,,2015-04-17,2561-85701,N,alive,"rsNeighbor BBL, 9 Ireland Street, West Chesterfield, MA",0
LYNCPATPA1,,2015-04-18,2710-53666,P,alive,,0
AZARCARPA1,,2015-04-19,2661-31442,P,alive,,0
BENNBILMA1,,2015-04-19,2651-17146,P,alive,,0
EDWALINGA1,,2015-04-19,2421-11330,P,alive,,0
EDWALINGA1,,2015-04-19,2661-31850,P,alive,,0
JORGJANMA1,,2015-04-19,1212-52838,P,alive,,0
WISSSTEGA1,,2015-04-19,2421-11316,P,alive,,0
WISSSTEGA1,,2015-04-19,2661-31836,P,alive,,0
AKREMICMA1,,2015-04-22,2720-99540,N,alive,,0
ANDEHALMA1,,2015-04-22,2720-99540,N,alive,,0
BLUEHPKGA1,,2015-04-23,2661-31858,P,alive,,0
BRAXBOBGA1,,2015-04-23,2710-53995,P,alive,noData; There is no bottom band on right leg.,0
HAZZANNMA1,,2015-04-23,2720-99514,P,alive,,0
AKREMICMA2,,2015-04-24,2691-06139,P,alive,,0
MARIJAYGA1,,2015-04-24,1272-42459,P,alive,,0
KRENMARGA1,,2015-04-25,2641-63385,P,alive,,0
DOPPJANMA1,,2015-04-26,2690-87755,P,alive,,0
FALKSTEGA1,,2015-04-27,2661-07944,P,alive,,0
BAKENANMA1,,2015-04-28,2690-87715,P,alive,,0
BAKENANMA1,,2015-04-28,2690-87830,P,alive,,0
CLARBRYMA1,,2015-04-28,2690-87917,P,alive,,0
CLARBRYMA1,,2015-04-28,2720-99521,P,alive,,0
EDWALINGA1,,2015-04-28,2661-31847,P,alive,,0
FERKHOLPA1,,2015-04-28,2730-26319,P,alive,,0
SHERNYLGA1,,2015-04-28,2641-63393,P,alive,,0
EDWALINGA1,,2015-04-29,2421-11328,P,alive,,0
KRIVMAUGA1,,2015-04-29,2710-53726,P,alive,,0
LEWASUSMA1,,2015-04-30,2561-86608,P,alive,,0
WISSSTEGA1,,2015-04-30,2341-30186,P,alive,,0
WISSSTEGA1,,2015-04-30,2661-31836,P,alive,,0
DEPHKATPA1,,2015-05-01,2690-96110,P,alive,,0
ROBIRONFL1,,2015-05-02,2571-90263,P,alive,,0
ROBIRONFL1,,2015-05-02,2590-82100,P,alive,,0
LYNCPATPA1,,2015-05-03,2710-53664,P,alive,,0
TOSCPAMMA1,,2015-05-03,2371-04377,P,alive,,0
WISSSTEGA1,,2015-05-03,2421-11316,P,alive,,0
BENNBILMA1,,2015-05-04,2730-27525,P,alive,,0
LYNCPATPA1,,2015-05-04,2641-64095,P,alive,,0
ROBIRONFL1,,2015-05-04,2661-07779,P,alive,,0
BENNBILMA1,,2015-05-05,2651-17147,P,alive,Banded 6/19/14 as an ASY male,0
MARIJAYGA1,,2015-05-05,1272-42459,P,alive,,0
CARTJOYGA1,,2015-05-06,1352-27601,P,alive,,0
GRIFRACMA1,,2015-05-06,2641-85630,P,alive,Appears to be associating with a non-banded Catbird.,0
ROSEJOSMA1,,2015-05-06,2651-17112,P,alive,,0
BENNBILMA1,,2015-05-07,2730-27526,P,alive,,0
CLARBRYMA1,,2015-05-07,2690-87917,P,alive,,0
GRIFRACMA1,,2015-05-07,1891-11072,P,alive,This bird is missing his purple band.,0
OWENEDDNC1,,2015-05-07,2711-64022,P,alive,,0
ROSEJOSMA1,,2015-05-07,2651-17111,P,alive,,0
TOSCPAMMA1,,2015-05-07,2651-17135,P,alive,,0
WALTANNNC1,,2015-05-07,851-39871,P,alive,,0
BAERMIKPA1,,2015-05-08,2441-14493,P,alive,,0
BENNBILMA1,,2015-05-08,2651-17146,P,alive,,0
DOPPJANMA1,,2015-05-08,2641-85626,P,alive,,0
CARTJOYGA1,,2015-05-09,1272-42428,P,alive,,0
PLANANDGA1,,2015-05-09,1352-27616,P,alive,,0
CASEANNFL1,,2015-05-10,2331-09144,P,alive,,0
CASEANNFL1,,2015-05-10,2331-90141,P,alive,,0
CASEANNFL1,,2015-05-10,2571-90242,P,alive,,0
MERIMARMA1,,2015-05-10,2690-87793,P,alive,Excavating nest hole with chickadee #269087789.,0
CLARBRYMA1,,2015-05-11,2720-99521,P,alive,,0
DEMAPATPA1,,2015-05-11,1352-46401,P,alive,,0
DEMAPATPA1,,2015-05-11,2661-33001,P,alive,,0
DEMAPATPA1,,2015-05-11,2710-53651,P,alive,,0
OWENEDDNC1,,2015-05-11,2711-64023,P,alive,,0
BEARKARNC1,,2015-05-12,851-39849,P,alive,,0
CARTJOYGA1,,2015-05-12,1352-27603,P,alive,,0
KARMALYPA1,,2015-05-12,2730-26307,P,alive,,0
LYNCPATPA1,,2015-05-12,2641-64093,P,alive,,0
KARMALYPA1,,2015-05-13,2730-26305,P,alive,,0
BEARKARNC1,,2015-05-14,851-39846,P,alive,,0
CARTJOYGA1,,2015-05-14,2641-63320,P,alive,,0
CASEANNFL1,,2015-05-14,2331-09136,P,alive,,0
KARMALYPA1,,2015-05-14,2730-26310,P,alive,,0
WALTANNNC1,,2015-05-14,851-39872,P,alive,,0
CARTJOYGA1,,2015-05-15,2641-63319,P,alive,,0
CLARBRYMA1,,2015-05-15,2720-99521,P,alive,,0
HARVSUENC1,,2015-05-15,2711-64024,P,alive,,0
HARVSUENC1,,2015-05-15,851-39845,P,alive,,0
PRITANGGA1,,2015-05-15,2711-54765,P,alive,,0
SADLCHRPA1,,2015-05-16,2430-14773,P,alive,Cach Band # 2430-14773,0
WISSSTEGA1,,2015-05-16,2661-31836,P,alive,,0
CASEANNFL1,,2015-05-17,2331-90139,P,alive,,0
JACOSUSFL1,,2015-05-17,2541-37501,P,alive,,0
JACOSUSFL1,,2015-05-17,2541-37502,P,alive,,0
JACOSUSFL1,,2015-05-17,2641-96761,P,alive,,0
JACOSUSFL1,,2015-05-17,2641-96762,P,alive,,0
JACOSUSFL1,,2015-05-17,2641-96763,P,alive,,0
KRENMARGA1,,2015-05-17,1272-42462,P,alive,,0
KRENMARGA1,,2015-05-17,2641-63385,P,alive,,0
KRENMARGA1,,2015-05-17,2710-53753,P,alive,,0
WANGMATNC1,,2015-05-17,2711-64072,P,alive,,0
BEARKARNC1,,2015-05-18,2711-64026,P,alive,,0
CASEANNFL1,,2015-05-18,2331-90142,P,alive,,0
PRASJOHPA1,,2015-05-18,1352-46352,P,alive,,0
WALTANNNC1,,2015-05-18,2711-64070,P,alive,,0
WALTANNNC1,,2015-05-18,851-39870,P,alive,,0
CARTJOYGA1,,2015-05-19,1352-27602,P,alive,,0
CARTJOYGA1,,2015-05-19,2341-13017,P,alive,,0
CASEANNFL1,,2015-05-19,2590-82098,P,alive,,0
CASEANNFL1,,2015-05-19,2661-07687,P,alive,,0
PLANANDGA1,,2015-05-19,2651-47404,P,alive,,0
PLANANDGA1,,2015-05-19,2651-47405,P,alive,,0
AZARCARPA1,,2015-05-20,2661-31442,P,alive,,0
CASEANNFL1,,2015-05-20,2331-09138,P,alive,,0
CASEANNFL1,,2015-05-20,2571-90247,P,alive,,0
KEATELINC1,,2015-05-20,1352-92444,P,alive,,0
OWENEDDNC1,,2015-05-20,2180-92403,P,alive,,0
CARTJOYGA1,,2015-05-21,2341-30181,P,alive,,0
CASEANNFL1,,2015-05-21,2331-90143,P,alive,,0
CASEANNFL1,,2015-05-21,2541-40427,P,alive,,0
EDWALINGA1,,2015-05-21,2421-11328,P,alive,,0
KRIVMAUGA1,,2015-05-21,2651-47390,P,alive,,0
CASEANNFL1,,2015-05-22,2641-96738,P,alive,,0
DEPHKATPA1,,2015-05-22,2651-56504,P,alive,,0
KIMBMARGA1,,2015-05-22,2750-41712,P,alive,,0
OWENEDDNC1,,2015-05-22,851-39844,P,alive,,0
DESIELAGA1,,2015-05-23,2661-31806,P,alive,,0
FURRMELGA1,,2015-05-23,2641-63898,P,alive,noData; NA,0
PRASJOHPA1,,2015-05-23,1781-50418,P,alive,,0
WALTANNNC1,,2015-05-23,851-39871,P,alive,,0
AZARCARPA1,,2015-05-24,1342-74108,P,alive,,0
CASEANNFL1,,2015-05-24,2541-40424,P,alive,,0
CASEANNFL1,,2015-05-24,2641-96737,P,alive,,0
MANDMARNC1,,2015-05-24,1352-92448,P,alive,,0
MANDMARNC1,,2015-05-24,2711-64010,P,alive,,0
MERIMARMA1,,2015-05-24,2690-87789,P,alive,,0
CASEANNFL1,,2015-05-25,2641-96742,P,alive,,0
FERKHOLPA1,,2015-05-25,2730-26319,P,alive,,0
MANDMARNC1,,2015-05-25,2711-64012,P,alive,,0
MANDMARNC1,,2015-05-25,2750-51202,P,alive,noData; NA,0
DEBRMARNC1,,2015-05-26,2711-64007,P,alive,,0
FERKHOLPA1,,2015-05-26,2730-26281,P,alive,,0
